-12.787,-5.3654,3.3737,5.197,5.529,-4.4557
-0.69941,0.46166,1.7681,-0.44316,-0.53642,1.3435
-1.3795,0.62373,1.8093,-0.96023,-2.5051,2.0473
-0.1906,-0.80925,-0.34267,1.3237,-0.93371,-1.7405
-0.0090159,-0.072146,-0.0018834,0.78122,-0.84251,-0.45002
-1.1023,-1.8656,2.1003,0.65579,4.1812,1.7924
